NAME,GEO_ID,B03002_012E,B03002_013E,B03002_014E,B03002_015E,B03002_016E,B03002_017E,B03002_018E,B03002_019E,B03002_020E,B03002_021E,state,county,tract,block group
"Block Group 1, Census Tract 402.01, Shenandoah County, Virginia",511710402011,0,0,0,0,0,0,0,0,0,0,51,171,40201,1
"Block Group 2, Census Tract 402.01, Shenandoah County, Virginia",511710402012,62,0,0,0,0,0,0,62,62,0,51,171,40201,2
"Block Group 1, Census Tract 402.02, Shenandoah County, Virginia",511710402021,18,18,0,0,0,0,0,0,0,0,51,171,40202,1
"Block Group 1, Census Tract 12, Danville city, Virginia",515900012001,410,199,45,0,0,0,0,166,166,0,51,590,1200,1
"Block Group 1, Census Tract 13.01, Danville city, Virginia",515900013011,15,10,0,0,0,0,0,5,5,0,51,590,1301,1
"Block Group 1, Census Tract 13.02, Danville city, Virginia",515900013021,148,139,0,0,0,0,0,9,9,0,51,590,1302,1
"Block Group 2, Census Tract 14, Danville city, Virginia",515900014002,161,161,0,0,0,0,0,0,0,0,51,590,1400,2
"Block Group 1, Census Tract 9801, Danville city, Virginia",515909801001,0,0,0,0,0,0,0,0,0,0,51,590,980100,1
"Block Group 2, Census Tract 8901, Emporia city, Virginia",515958901002,32,0,0,0,0,0,0,32,0,32,51,595,890100,2
"Block Group 1, Census Tract 8902, Emporia city, Virginia",515958902001,10,10,0,0,0,0,0,0,0,0,51,595,890200,1
"Block Group 2, Census Tract 8902, Emporia city, Virginia",515958902002,0,0,0,0,0,0,0,0,0,0,51,595,890200,2
"Block Group 3, Census Tract 8902, Emporia city, Virginia",515958902003,53,53,0,0,0,0,0,0,0,0,51,595,890200,3
"Block Group 4, Census Tract 8902, Emporia city, Virginia",515958902004,21,11,10,0,0,0,0,0,0,0,51,595,890200,4
"Block Group 1, Census Tract 3001, Fairfax city, Virginia",516003001001,310,310,0,0,0,0,0,0,0,0,51,600,300100,1
"Block Group 2, Census Tract 3001, Fairfax city, Virginia",516003001002,324,301,0,0,0,0,23,0,0,0,51,600,300100,2
"Block Group 3, Census Tract 3001, Fairfax city, Virginia",516003001003,99,64,0,0,0,0,35,0,0,0,51,600,300100,3
"Block Group 4, Census Tract 3001, Fairfax city, Virginia",516003001004,125,44,0,0,0,0,81,0,0,0,51,600,300100,4
"Block Group 2, Census Tract 3002, Fairfax city, Virginia",516003002002,303,174,0,0,0,0,61,68,68,0,51,600,300200,2
"Block Group 3, Census Tract 3002, Fairfax city, Virginia",516003002003,216,12,0,0,0,0,0,204,204,0,51,600,300200,3
"Block Group 4, Census Tract 3002, Fairfax city, Virginia",516003002004,292,245,0,0,0,0,47,0,0,0,51,600,300200,4
"Block Group 1, Census Tract 3003, Fairfax city, Virginia",516003003001,247,233,0,0,0,0,0,14,0,14,51,600,300300,1
"Block Group 2, Census Tract 3003, Fairfax city, Virginia",516003003002,84,57,0,0,0,0,27,0,0,0,51,600,300300,2
"Block Group 3, Census Tract 3003, Fairfax city, Virginia",516003003003,604,22,0,6,0,0,509,67,67,0,51,600,300300,3
"Block Group 1, Census Tract 3004, Fairfax city, Virginia",516003004001,372,219,0,0,0,0,93,60,0,60,51,600,300400,1
"Block Group 2, Census Tract 3004, Fairfax city, Virginia",516003004002,99,99,0,0,0,0,0,0,0,0,51,600,300400,2
"Block Group 1, Census Tract 3005, Fairfax city, Virginia",516003005001,154,50,0,14,0,0,0,90,90,0,51,600,300500,1
"Block Group 2, Census Tract 3005, Fairfax city, Virginia",516003005002,126,44,0,0,0,0,82,0,0,0,51,600,300500,2
"Block Group 1, Census Tract 5001, Falls Church city, Virginia",516105001001,64,64,0,0,0,0,0,0,0,0,51,610,500100,1
"Block Group 2, Census Tract 5001, Falls Church city, Virginia",516105001002,168,132,0,0,0,0,12,24,24,0,51,610,500100,2
"Block Group 2, Census Tract 5002, Falls Church city, Virginia",516105002002,165,146,19,0,0,0,0,0,0,0,51,610,500200,2
"Block Group 3, Census Tract 5002, Falls Church city, Virginia",516105002003,29,29,0,0,0,0,0,0,0,0,51,610,500200,3
"Block Group 5, Census Tract 5002, Falls Church city, Virginia",516105002005,235,235,0,0,0,0,0,0,0,0,51,610,500200,5
"Block Group 1, Census Tract 5003, Falls Church city, Virginia",516105003001,85,85,0,0,0,0,0,0,0,0,51,610,500300,1
"Block Group 3, Census Tract 5003, Falls Church city, Virginia",516105003003,155,42,0,0,0,0,113,0,0,0,51,610,500300,3
"Block Group 1, Census Tract 901, Franklin city, Virginia",516200901001,195,0,0,0,0,0,0,195,195,0,51,620,90100,1
"Block Group 3, Census Tract 901, Franklin city, Virginia",516200901003,0,0,0,0,0,0,0,0,0,0,51,620,90100,3
"Block Group 2, Census Tract 902, Franklin city, Virginia",516200902002,34,0,0,0,0,0,34,0,0,0,51,620,90200,2
"Block Group 3, Census Tract 902, Franklin city, Virginia",516200902003,0,0,0,0,0,0,0,0,0,0,51,620,90200,3
"Block Group 2, Census Tract 1, Fredericksburg city, Virginia",516300001002,11,11,0,0,0,0,0,0,0,0,51,630,100,2
"Block Group 3, Census Tract 1, Fredericksburg city, Virginia",516300001003,43,11,0,0,0,0,0,32,32,0,51,630,100,3
"Block Group 2, Census Tract 2.01, Fredericksburg city, Virginia",516300002012,344,280,0,0,0,0,64,0,0,0,51,630,201,2
"Block Group 3, Census Tract 2.01, Fredericksburg city, Virginia",516300002013,0,0,0,0,0,0,0,0,0,0,51,630,201,3
"Block Group 2, Census Tract 2.02, Fredericksburg city, Virginia",516300002022,150,0,0,0,0,0,0,150,150,0,51,630,202,2
"Block Group 1, Census Tract 3.01, Fredericksburg city, Virginia",516300003011,185,97,11,0,0,0,77,0,0,0,51,630,301,1
"Block Group 3, Census Tract 411, Richmond city, Virginia",517600411003,35,35,0,0,0,0,0,0,0,0,51,760,41100,3
"Block Group 4, Census Tract 411, Richmond city, Virginia",517600411004,14,4,0,0,0,0,10,0,0,0,51,760,41100,4
"Block Group 1, Census Tract 412, Richmond city, Virginia",517600412001,54,38,0,0,0,0,13,3,3,0,51,760,41200,1
"Block Group 1, Census Tract 413, Richmond city, Virginia",517600413001,83,61,0,0,14,0,8,0,0,0,51,760,41300,1
"Block Group 2, Census Tract 413, Richmond city, Virginia",517600413002,24,24,0,0,0,0,0,0,0,0,51,760,41300,2
"Block Group 1, Census Tract 414, Richmond city, Virginia",517600414001,21,21,0,0,0,0,0,0,0,0,51,760,41400,1
"Block Group 2, Census Tract 414, Richmond city, Virginia",517600414002,29,14,0,0,0,0,15,0,0,0,51,760,41400,2
"Block Group 1, Census Tract 501, Richmond city, Virginia",517600501001,0,0,0,0,0,0,0,0,0,0,51,760,50100,1
"Block Group 2, Census Tract 501, Richmond city, Virginia",517600501002,11,11,0,0,0,0,0,0,0,0,51,760,50100,2
"Block Group 1, Census Tract 502, Richmond city, Virginia",517600502001,87,35,0,0,0,0,0,52,52,0,51,760,50200,1
"Block Group 2, Census Tract 502, Richmond city, Virginia",517600502002,3,0,0,0,2,0,0,1,0,1,51,760,50200,2
"Block Group 1, Census Tract 503, Richmond city, Virginia",517600503001,22,15,0,4,0,0,3,0,0,0,51,760,50300,1
"Block Group 1, Census Tract 504, Richmond city, Virginia",517600504001,17,0,0,0,0,0,17,0,0,0,51,760,50400,1
"Block Group 1, Census Tract 505, Richmond city, Virginia",517600505001,34,34,0,0,0,0,0,0,0,0,51,760,50500,1
"Block Group 2, Census Tract 505, Richmond city, Virginia",517600505002,10,10,0,0,0,0,0,0,0,0,51,760,50500,2
"Block Group 1, Census Tract 506, Richmond city, Virginia",517600506001,10,10,0,0,0,0,0,0,0,0,51,760,50600,1
"Block Group 2, Census Tract 506, Richmond city, Virginia",517600506002,29,29,0,0,0,0,0,0,0,0,51,760,50600,2
"Block Group 2, Census Tract 602, Richmond city, Virginia",517600602002,39,0,0,0,0,0,17,22,22,0,51,760,60200,2
"Block Group 1, Census Tract 604, Richmond city, Virginia",517600604001,0,0,0,0,0,0,0,0,0,0,51,760,60400,1
"Block Group 2, Census Tract 604, Richmond city, Virginia",517600604002,242,242,0,0,0,0,0,0,0,0,51,760,60400,2
"Block Group 4, Census Tract 604, Richmond city, Virginia",517600604004,31,0,31,0,0,0,0,0,0,0,51,760,60400,4
"Block Group 5, Census Tract 604, Richmond city, Virginia",517600604005,0,0,0,0,0,0,0,0,0,0,51,760,60400,5
"Block Group 2, Census Tract 605.01, Richmond city, Virginia",517600605012,75,0,0,0,0,0,75,0,0,0,51,760,60501,2
"Block Group 3, Census Tract 605.01, Richmond city, Virginia",517600605013,0,0,0,0,0,0,0,0,0,0,51,760,60501,3
"Block Group 3, Census Tract 605.02, Richmond city, Virginia",517600605023,0,0,0,0,0,0,0,0,0,0,51,760,60502,3
"Block Group 2, Census Tract 606, Richmond city, Virginia",517600606002,0,0,0,0,0,0,0,0,0,0,51,760,60600,2
"Block Group 3, Census Tract 606, Richmond city, Virginia",517600606003,0,0,0,0,0,0,0,0,0,0,51,760,60600,3
"Block Group 2, Census Tract 607, Richmond city, Virginia",517600607002,0,0,0,0,0,0,0,0,0,0,51,760,60700,2
"Block Group 3, Census Tract 607, Richmond city, Virginia",517600607003,0,0,0,0,0,0,0,0,0,0,51,760,60700,3
"Block Group 5, Census Tract 607, Richmond city, Virginia",517600607005,45,45,0,0,0,0,0,0,0,0,51,760,60700,5
"Block Group 1, Census Tract 608, Richmond city, Virginia",517600608001,272,40,0,0,0,0,197,35,35,0,51,760,60800,1
"Block Group 3, Census Tract 608, Richmond city, Virginia",517600608003,592,458,7,0,0,0,127,0,0,0,51,760,60800,3
"Block Group 1, Census Tract 609, Richmond city, Virginia",517600609001,662,347,0,0,0,0,315,0,0,0,51,760,60900,1
"Block Group 1, Census Tract 610.01, Richmond city, Virginia",517600610011,0,0,0,0,0,0,0,0,0,0,51,760,61001,1
"Block Group 3, Census Tract 610.01, Richmond city, Virginia",517600610013,0,0,0,0,0,0,0,0,0,0,51,760,61001,3
"Block Group 1, Census Tract 610.02, Richmond city, Virginia",517600610021,0,0,0,0,0,0,0,0,0,0,51,760,61002,1
"Block Group 2, Census Tract 610.02, Richmond city, Virginia",517600610022,63,31,32,0,0,0,0,0,0,0,51,760,61002,2
"Block Group 3, Census Tract 610.02, Richmond city, Virginia",517600610023,57,19,38,0,0,0,0,0,0,0,51,760,61002,3
"Block Group 1, Census Tract 701, Richmond city, Virginia",517600701001,22,0,0,0,0,0,0,22,22,0,51,760,70100,1
"Block Group 2, Census Tract 701, Richmond city, Virginia",517600701002,0,0,0,0,0,0,0,0,0,0,51,760,70100,2
"Block Group 3, Census Tract 701, Richmond city, Virginia",517600701003,0,0,0,0,0,0,0,0,0,0,51,760,70100,3
"Block Group 4, Census Tract 701, Richmond city, Virginia",517600701004,0,0,0,0,0,0,0,0,0,0,51,760,70100,4
"Block Group 1, Census Tract 901.01, Accomack County, Virginia",510010901011,0,0,0,0,0,0,0,0,0,0,51,1,90101,1
"Block Group 1, Census Tract 901.02, Accomack County, Virginia",510010901021,0,0,0,0,0,0,0,0,0,0,51,1,90102,1
"Block Group 2, Census Tract 901.02, Accomack County, Virginia",510010901022,13,13,0,0,0,0,0,0,0,0,51,1,90102,2
"Block Group 2, Census Tract 902.01, Accomack County, Virginia",510010902012,31,31,0,0,0,0,0,0,0,0,51,1,90201,2
"Block Group 1, Census Tract 902.02, Accomack County, Virginia",510010902021,15,0,0,0,0,0,15,0,0,0,51,1,90202,1
"Block Group 3, Census Tract 902.02, Accomack County, Virginia",510010902023,0,0,0,0,0,0,0,0,0,0,51,1,90202,3
"Block Group 1, Census Tract 903, Accomack County, Virginia",510010903001,16,16,0,0,0,0,0,0,0,0,51,1,90300,1
"Block Group 3, Census Tract 903, Accomack County, Virginia",510010903003,41,39,0,0,0,0,2,0,0,0,51,1,90300,3
"Block Group 1, Census Tract 904.01, Accomack County, Virginia",510010904011,361,318,0,0,0,0,43,0,0,0,51,1,90401,1
"Block Group 1, Census Tract 904.02, Accomack County, Virginia",510010904021,360,360,0,0,0,0,0,0,0,0,51,1,90402,1
"Block Group 2, Census Tract 904.02, Accomack County, Virginia",510010904022,953,647,0,0,0,0,0,306,306,0,51,1,90402,2
"Block Group 2, Census Tract 905, Accomack County, Virginia",510010905002,132,129,0,0,0,0,0,3,3,0,51,1,90500,2
"Block Group 3, Census Tract 905, Accomack County, Virginia",510010905003,38,38,0,0,0,0,0,0,0,0,51,1,90500,3
"Block Group 2, Census Tract 906, Accomack County, Virginia",510010906002,60,60,0,0,0,0,0,0,0,0,51,1,90600,2
"Block Group 1, Census Tract 1010.09, Chesterfield County, Virginia",510411010091,47,39,0,0,8,0,0,0,0,0,51,41,101009,1
"Block Group 2, Census Tract 1010.09, Chesterfield County, Virginia",510411010092,139,139,0,0,0,0,0,0,0,0,51,41,101009,2
"Block Group 3, Census Tract 1010.09, Chesterfield County, Virginia",510411010093,16,16,0,0,0,0,0,0,0,0,51,41,101009,3
"Block Group 1, Census Tract 1010.11, Chesterfield County, Virginia",510411010111,29,29,0,0,0,0,0,0,0,0,51,41,101011,1
"Block Group 2, Census Tract 1010.11, Chesterfield County, Virginia",510411010112,252,168,0,0,0,0,84,0,0,0,51,41,101011,2
"Block Group 2, Census Tract 1010.12, Chesterfield County, Virginia",510411010122,55,1,0,0,0,0,54,0,0,0,51,41,101012,2
"Block Group 3, Census Tract 1010.12, Chesterfield County, Virginia",510411010123,18,18,0,0,0,0,0,0,0,0,51,41,101012,3
"Block Group 2, Census Tract 1010.13, Chesterfield County, Virginia",510411010132,39,39,0,0,0,0,0,0,0,0,51,41,101013,2
"Block Group 1, Census Tract 1010.14, Chesterfield County, Virginia",510411010141,97,97,0,0,0,0,0,0,0,0,51,41,101014,1
"Block Group 2, Census Tract 1010.15, Chesterfield County, Virginia",510411010152,73,54,19,0,0,0,0,0,0,0,51,41,101015,2
"Block Group 3, Census Tract 1010.15, Chesterfield County, Virginia",510411010153,94,0,0,0,0,0,94,0,0,0,51,41,101015,3
"Block Group 2, Census Tract 101.01, Clarke County, Virginia",510430101012,183,183,0,0,0,0,0,0,0,0,51,43,10101,2
"Block Group 3, Census Tract 101.01, Clarke County, Virginia",510430101013,184,124,0,0,0,0,60,0,0,0,51,43,10101,3
"Block Group 2, Census Tract 101.02, Clarke County, Virginia",510430101022,0,0,0,0,0,0,0,0,0,0,51,43,10102,2
"Block Group 3, Census Tract 101.02, Clarke County, Virginia",510430101023,158,92,11,0,0,0,55,0,0,0,51,43,10102,3
"Block Group 2, Census Tract 102, Clarke County, Virginia",510430102002,6,0,0,0,0,0,6,0,0,0,51,43,10200,2
"Block Group 3, Census Tract 102, Clarke County, Virginia",510430102003,1,0,0,0,0,0,0,1,0,1,51,43,10200,3
"Block Group 2, Census Tract 103, Clarke County, Virginia",510430103002,0,0,0,0,0,0,0,0,0,0,51,43,10300,2
"Block Group 2, Census Tract 501, Craig County, Virginia",510450501002,0,0,0,0,0,0,0,0,0,0,51,45,50100,2
"Block Group 3, Census Tract 501, Craig County, Virginia",510450501003,0,0,0,0,0,0,0,0,0,0,51,45,50100,3
"Block Group 1, Census Tract 9301.01, Culpeper County, Virginia",510479301011,281,281,0,0,0,0,0,0,0,0,51,47,930101,1
"Block Group 2, Census Tract 9301.01, Culpeper County, Virginia",510479301012,71,9,0,0,0,0,62,0,0,0,51,47,930101,2
"Block Group 2, Census Tract 9301.03, Culpeper County, Virginia",510479301032,52,52,0,0,0,0,0,0,0,0,51,47,930103,2
"Block Group 3, Census Tract 9301.03, Culpeper County, Virginia",510479301033,0,0,0,0,0,0,0,0,0,0,51,47,930103,3
"Block Group 2, Census Tract 9301.04, Culpeper County, Virginia",510479301042,191,55,76,0,0,0,0,60,0,60,51,47,930104,2
"Block Group 1, Census Tract 9302.02, Culpeper County, Virginia",510479302021,31,31,0,0,0,0,0,0,0,0,51,47,930202,1
"Block Group 3, Census Tract 9302.02, Culpeper County, Virginia",510479302023,85,14,58,13,0,0,0,0,0,0,51,47,930202,3
"Block Group 1, Census Tract 9302.03, Culpeper County, Virginia",510479302031,235,124,23,0,0,0,88,0,0,0,51,47,930203,1
"Block Group 3, Census Tract 9302.03, Culpeper County, Virginia",510479302033,231,208,0,0,0,0,4,19,19,0,51,47,930203,3
"Block Group 1, Census Tract 9302.04, Culpeper County, Virginia",510479302041,61,36,5,0,15,0,0,5,5,0,51,47,930204,1
"Block Group 2, Census Tract 9303, Culpeper County, Virginia",510479303002,233,0,0,0,0,0,233,0,0,0,51,47,930300,2
"Block Group 3, Census Tract 9303, Culpeper County, Virginia",510479303003,531,140,54,0,0,0,337,0,0,0,51,47,930300,3
"Block Group 1, Census Tract 9304, Culpeper County, Virginia",510479304001,45,31,14,0,0,0,0,0,0,0,51,47,930400,1
"Block Group 2, Census Tract 9304, Culpeper County, Virginia",510479304002,111,88,0,0,0,0,23,0,0,0,51,47,930400,2
"Block Group 3, Census Tract 9304, Culpeper County, Virginia",510479304003,217,156,0,0,0,0,61,0,0,0,51,47,930400,3
"Block Group 1, Census Tract 9305.01, Culpeper County, Virginia",510479305011,216,103,41,16,0,0,40,16,16,0,51,47,930501,1
"Block Group 2, Census Tract 9305.01, Culpeper County, Virginia",510479305012,165,39,18,0,0,0,108,0,0,0,51,47,930501,2
"Block Group 3, Census Tract 9305.01, Culpeper County, Virginia",510479305013,64,0,0,0,0,0,64,0,0,0,51,47,930501,3
"Block Group 1, Census Tract 9305.02, Culpeper County, Virginia",510479305021,0,0,0,0,0,0,0,0,0,0,51,47,930502,1
"Block Group 2, Census Tract 9305.02, Culpeper County, Virginia",510479305022,546,206,0,0,0,0,323,17,17,0,51,47,930502,2
"Block Group 3, Census Tract 501, Frederick County, Virginia",510690501003,27,21,6,0,0,0,0,0,0,0,51,69,50100,3
"Block Group 1, Census Tract 502, Frederick County, Virginia",510690502001,135,135,0,0,0,0,0,0,0,0,51,69,50200,1
"Block Group 2, Census Tract 502, Frederick County, Virginia",510690502002,0,0,0,0,0,0,0,0,0,0,51,69,50200,2
"Block Group 1, Census Tract 503, Frederick County, Virginia",510690503001,67,67,0,0,0,0,0,0,0,0,51,69,50300,1
"Block Group 2, Census Tract 503, Frederick County, Virginia",510690503002,7,4,0,0,0,0,0,3,3,0,51,69,50300,2
"Block Group 4, Census Tract 503, Frederick County, Virginia",510690503004,9,9,0,0,0,0,0,0,0,0,51,69,50300,4
"Block Group 1, Census Tract 504.01, Frederick County, Virginia",510690504011,51,51,0,0,0,0,0,0,0,0,51,69,50401,1
"Block Group 3, Census Tract 504.01, Frederick County, Virginia",510690504013,74,74,0,0,0,0,0,0,0,0,51,69,50401,3
"Block Group 1, Census Tract 504.02, Frederick County, Virginia",510690504021,21,21,0,0,0,0,0,0,0,0,51,69,50402,1
"Block Group 1, Census Tract 505, Frederick County, Virginia",510690505001,0,0,0,0,0,0,0,0,0,0,51,69,50500,1
"Block Group 2, Census Tract 505, Frederick County, Virginia",510690505002,0,0,0,0,0,0,0,0,0,0,51,69,50500,2
"Block Group 4, Census Tract 505, Frederick County, Virginia",510690505004,48,48,0,0,0,0,0,0,0,0,51,69,50500,4
"Block Group 5, Census Tract 505, Frederick County, Virginia",510690505005,237,0,0,0,0,0,0,237,237,0,51,69,50500,5
"Block Group 2, Census Tract 506, Frederick County, Virginia",510690506002,255,48,0,0,0,0,0,207,185,22,51,69,50600,2
"Block Group 2, Census Tract 507, Frederick County, Virginia",510690507002,24,10,0,0,14,0,0,0,0,0,51,69,50700,2
"Block Group 1, Census Tract 508.01, Frederick County, Virginia",510690508011,211,122,28,0,0,0,61,0,0,0,51,69,50801,1
"Block Group 3, Census Tract 508.01, Frederick County, Virginia",510690508013,129,70,0,0,0,0,0,59,0,59,51,69,50801,3
"Block Group 1, Census Tract 508.04, Frederick County, Virginia",510690508041,206,168,0,0,0,0,38,0,0,0,51,69,50804,1
"Block Group 2, Census Tract 508.04, Frederick County, Virginia",510690508042,69,69,0,0,0,0,0,0,0,0,51,69,50804,2
"Block Group 1, Census Tract 508.05, Frederick County, Virginia",510690508051,12,12,0,0,0,0,0,0,0,0,51,69,50805,1
"Block Group 2, Census Tract 508.05, Frederick County, Virginia",510690508052,102,14,0,0,0,0,88,0,0,0,51,69,50805,2
"Block Group 1, Census Tract 508.06, Frederick County, Virginia",510690508061,183,162,21,0,0,0,0,0,0,0,51,69,50806,1
"Block Group 2, Census Tract 508.06, Frederick County, Virginia",510690508062,75,75,0,0,0,0,0,0,0,0,51,69,50806,2
"Block Group 1, Census Tract 508.07, Frederick County, Virginia",510690508071,0,0,0,0,0,0,0,0,0,0,51,69,50807,1
"Block Group 2, Census Tract 508.07, Frederick County, Virginia",510690508072,363,320,0,0,0,0,43,0,0,0,51,69,50807,2
"Block Group 3, Census Tract 508.07, Frederick County, Virginia",510690508073,58,38,0,0,0,0,0,20,0,20,51,69,50807,3
"Block Group 1, Census Tract 509, Frederick County, Virginia",510690509001,413,286,0,0,0,0,50,77,77,0,51,69,50900,1
"Block Group 2, Census Tract 509, Frederick County, Virginia",510690509002,22,2,0,0,6,0,0,14,14,0,51,69,50900,2
"Block Group 1, Census Tract 510.01, Frederick County, Virginia",510690510011,0,0,0,0,0,0,0,0,0,0,51,69,51001,1
"Block Group 2, Census Tract 510.01, Frederick County, Virginia",510690510012,25,25,0,0,0,0,0,0,0,0,51,69,51001,2
"Block Group 3, Census Tract 510.01, Frederick County, Virginia",510690510013,87,87,0,0,0,0,0,0,0,0,51,69,51001,3
"Block Group 2, Census Tract 510.02, Frederick County, Virginia",510690510022,512,427,0,0,0,0,49,36,36,0,51,69,51002,2
"Block Group 3, Census Tract 510.02, Frederick County, Virginia",510690510023,274,265,0,0,0,0,0,9,0,9,51,69,51002,3
"Block Group 1, Census Tract 511.02, Frederick County, Virginia",510690511021,1028,961,0,0,0,0,0,67,67,0,51,69,51102,1
"Block Group 2, Census Tract 511.02, Frederick County, Virginia",510690511022,1350,803,5,0,0,0,213,329,329,0,51,69,51102,2
"Block Group 4, Census Tract 511.02, Frederick County, Virginia",510690511024,19,9,0,0,0,0,10,0,0,0,51,69,51102,4
"Block Group 1, Census Tract 511.03, Frederick County, Virginia",510690511031,103,103,0,0,0,0,0,0,0,0,51,69,51103,1
"Block Group 1, Census Tract 511.04, Frederick County, Virginia",510690511041,0,0,0,0,0,0,0,0,0,0,51,69,51104,1
"Block Group 2, Census Tract 511.04, Frederick County, Virginia",510690511042,270,231,0,0,0,0,39,0,0,0,51,69,51104,2
"Block Group 2, Census Tract 9301, Giles County, Virginia",510719301002,39,39,0,0,0,0,0,0,0,0,51,71,930100,2
"Block Group 1, Census Tract 9302, Giles County, Virginia",510719302001,1,0,0,0,0,0,0,1,1,0,51,71,930200,1
"Block Group 1, Census Tract 9302.01, Madison County, Virginia",511139302011,21,0,0,0,0,0,21,0,0,0,51,113,930201,1
"Block Group 1, Census Tract 9302.02, Madison County, Virginia",511139302021,105,105,0,0,0,0,0,0,0,0,51,113,930202,1
"Block Group 2, Census Tract 9302.02, Madison County, Virginia",511139302022,0,0,0,0,0,0,0,0,0,0,51,113,930202,2
"Block Group 1, Census Tract 9513.01, Mathews County, Virginia",511159513011,0,0,0,0,0,0,0,0,0,0,51,115,951301,1
"Block Group 2, Census Tract 9513.01, Mathews County, Virginia",511159513012,59,41,0,0,0,0,0,18,18,0,51,115,951301,2
"Block Group 1, Census Tract 9513.02, Mathews County, Virginia",511159513021,0,0,0,0,0,0,0,0,0,0,51,115,951302,1
"Block Group 2, Census Tract 9513.02, Mathews County, Virginia",511159513022,66,66,0,0,0,0,0,0,0,0,51,115,951302,2
"Block Group 1, Census Tract 9514.01, Mathews County, Virginia",511159514011,0,0,0,0,0,0,0,0,0,0,51,115,951401,1
"Block Group 2, Census Tract 9514.01, Mathews County, Virginia",511159514012,7,7,0,0,0,0,0,0,0,0,51,115,951401,2
"Block Group 3, Census Tract 9514.01, Mathews County, Virginia",511159514013,15,11,0,0,0,0,0,4,4,0,51,115,951401,3
"Block Group 0, Census Tract 9901, Mathews County, Virginia",511159901000,0,0,0,0,0,0,0,0,0,0,51,115,990100,0
"Block Group 1, Census Tract 9301.01, Mecklenburg County, Virginia",511179301011,0,0,0,0,0,0,0,0,0,0,51,117,930101,1
"Block Group 1, Census Tract 9301.03, Mecklenburg County, Virginia",511179301031,0,0,0,0,0,0,0,0,0,0,51,117,930103,1
"Block Group 2, Census Tract 9301.04, Mecklenburg County, Virginia",511179301042,12,4,8,0,0,0,0,0,0,0,51,117,930104,2
"Block Group 1, Census Tract 9302.01, Mecklenburg County, Virginia",511179302011,0,0,0,0,0,0,0,0,0,0,51,117,930201,1
"Block Group 3, Census Tract 9302.01, Mecklenburg County, Virginia",511179302013,186,186,0,0,0,0,0,0,0,0,51,117,930201,3
"Block Group 1, Census Tract 9302.02, Mecklenburg County, Virginia",511179302021,0,0,0,0,0,0,0,0,0,0,51,117,930202,1
"Block Group 1, Census Tract 9303, Mecklenburg County, Virginia",511179303001,0,0,0,0,0,0,0,0,0,0,51,117,930300,1
"Block Group 2, Census Tract 9303, Mecklenburg County, Virginia",511179303002,27,0,0,0,0,0,27,0,0,0,51,117,930300,2
"Block Group 1, Census Tract 9304.01, Mecklenburg County, Virginia",511179304011,69,0,0,0,0,0,69,0,0,0,51,117,930401,1
"Block Group 2, Census Tract 9304.01, Mecklenburg County, Virginia",511179304012,32,32,0,0,0,0,0,0,0,0,51,117,930401,2
"Block Group 2, Census Tract 9304.02, Mecklenburg County, Virginia",511179304022,0,0,0,0,0,0,0,0,0,0,51,117,930402,2
"Block Group 1, Census Tract 9305, Mecklenburg County, Virginia",511179305001,1,0,1,0,0,0,0,0,0,0,51,117,930500,1
"Block Group 1, Census Tract 9306, Mecklenburg County, Virginia",511179306001,1,0,0,0,0,0,1,0,0,0,51,117,930600,1
"Block Group 2, Census Tract 9306, Mecklenburg County, Virginia",511179306002,93,92,0,0,0,0,1,0,0,0,51,117,930600,2
"Block Group 1, Census Tract 9307, Mecklenburg County, Virginia",511179307001,7,7,0,0,0,0,0,0,0,0,51,117,930700,1
"Block Group 2, Census Tract 9307, Mecklenburg County, Virginia",511179307002,10,3,0,0,0,0,7,0,0,0,51,117,930700,2
"Block Group 2, Census Tract 9308, Mecklenburg County, Virginia",511179308002,2,2,0,0,0,0,0,0,0,0,51,117,930800,2
"Block Group 3, Census Tract 9308, Mecklenburg County, Virginia",511179308003,119,119,0,0,0,0,0,0,0,0,51,117,930800,3
"Block Group 1, Census Tract 9509, Middlesex County, Virginia",511199509001,44,8,36,0,0,0,0,0,0,0,51,119,950900,1
"Block Group 2, Census Tract 9509, Middlesex County, Virginia",511199509002,0,0,0,0,0,0,0,0,0,0,51,119,950900,2
"Block Group 2, Census Tract 9510, Middlesex County, Virginia",511199510002,0,0,0,0,0,0,0,0,0,0,51,119,951000,2
"Block Group 3, Census Tract 9510, Middlesex County, Virginia",511199510003,0,0,0,0,0,0,0,0,0,0,51,119,951000,3
"Block Group 1, Census Tract 9511, Middlesex County, Virginia",511199511001,0,0,0,0,0,0,0,0,0,0,51,119,951100,1
"Block Group 2, Census Tract 9511, Middlesex County, Virginia",511199511002,0,0,0,0,0,0,0,0,0,0,51,119,951100,2
"Block Group 1, Census Tract 9512, Middlesex County, Virginia",511199512001,17,17,0,0,0,0,0,0,0,0,51,119,951200,1
"Block Group 3, Census Tract 9512, Middlesex County, Virginia",511199512003,0,0,0,0,0,0,0,0,0,0,51,119,951200,3
"Block Group 0, Census Tract 9901, Middlesex County, Virginia",511199901000,0,0,0,0,0,0,0,0,0,0,51,119,990100,0
"Block Group 1, Census Tract 201, Montgomery County, Virginia",511210201001,91,72,0,0,0,0,19,0,0,0,51,121,20100,1
