NAME,GEO_ID,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,state,county,tract,block group,Pop_65_Plus,Pop_75_Plus
"Block Group 1, Census Tract 201, Chesapeake city, Virginia",515500201001,642,61,36,73,0,0,0,42,31,32,0,80,54,39,10,14,0,56,6,47,2,16,43,0,888,0,73,0,0,34,18,67,48,59,97,125,57,38,36,82,43,56,0,3,14,3,0,35,51,550,20100,1,169,97
"Block Group 3, Census Tract 201, Chesapeake city, Virginia",515500201003,442,0,11,32,0,0,80,0,0,0,31,41,0,177,0,56,0,9,0,0,5,0,0,0,1050,0,12,55,150,107,72,13,98,113,38,50,153,15,48,112,8,0,0,3,0,0,0,3,51,550,20100,3,11,3
"Block Group 4, Census Tract 201, Chesapeake city, Virginia",515500201004,588,168,125,104,11,0,35,0,13,0,12,0,32,19,0,34,0,0,13,0,2,20,0,0,864,56,147,120,74,35,0,0,128,97,64,80,0,8,0,0,0,44,2,0,9,0,0,0,51,550,20100,4,46,20
"Block Group 2, Census Tract 202, Chesapeake city, Virginia",515500202002,296,15,76,53,0,0,0,0,0,0,36,46,0,28,0,0,42,0,0,0,0,0,0,0,620,76,31,66,0,16,0,0,47,45,120,106,0,0,39,27,0,13,6,0,0,0,28,0,51,550,20200,2,34,28
"Block Group 4, Census Tract 202, Chesapeake city, Virginia",515500202004,302,19,9,20,40,0,0,0,19,17,34,0,19,67,10,16,0,14,0,10,8,0,0,0,348,15,30,5,0,10,0,0,0,18,29,13,31,46,53,0,10,0,26,8,0,54,0,0,51,550,20200,4,106,54
"Block Group 1, Census Tract 203, Chesapeake city, Virginia",515500203001,319,69,52,10,11,0,0,0,4,33,3,18,8,25,16,26,11,21,4,8,0,0,0,0,355,21,39,9,0,16,6,22,0,50,21,14,5,32,17,24,24,42,0,0,4,0,0,9,51,550,20300,1,25,9
"Block Group 1, Census Tract 204, Chesapeake city, Virginia",515500204001,703,39,53,44,0,22,22,0,30,67,186,9,48,6,44,65,23,19,0,17,9,0,0,0,401,26,35,6,4,10,0,14,0,51,36,25,12,18,54,21,10,51,0,28,0,0,0,0,51,550,20400,1,54,0
"Block Group 2, Census Tract 204, Chesapeake city, Virginia",515500204002,422,8,29,23,22,0,0,0,61,78,14,7,16,42,31,47,0,22,7,15,0,0,0,0,609,22,11,77,37,43,0,0,12,84,38,35,70,0,23,70,27,18,0,0,10,20,12,0,51,550,20400,2,64,32
"Block Group 1, Census Tract 205, Chesapeake city, Virginia",515500205001,1053,39,155,88,0,9,11,9,60,70,252,68,40,68,41,42,32,11,7,0,25,16,8,2,989,135,33,23,5,11,0,0,64,115,102,66,13,82,35,53,48,12,6,161,19,6,0,0,51,550,20500,1,250,32
"Block Group 1, Census Tract 8103, Petersburg city, Virginia",517308103001,103,0,60,29,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,0,225,0,0,0,24,0,0,0,19,0,0,22,21,0,0,56,62,0,0,11,10,0,0,0,51,730,810300,1,27,6
"Block Group 3, Census Tract 8103, Petersburg city, Virginia",517308103003,511,14,0,57,0,0,0,0,0,79,35,66,17,21,58,9,69,9,44,0,30,0,0,3,545,15,79,56,26,26,0,0,13,0,46,9,34,74,45,27,29,17,0,9,0,0,8,32,51,730,810300,3,126,43
"Block Group 1, Census Tract 8104, Petersburg city, Virginia",517308104001,461,64,25,42,0,9,46,0,0,32,90,13,0,29,10,13,0,0,64,0,24,0,0,0,407,0,66,0,0,65,0,65,0,23,0,9,75,0,8,9,0,8,6,60,2,5,6,0,51,730,810400,1,167,11
"Block Group 1, Census Tract 8105, Petersburg city, Virginia",517308105001,382,18,16,10,0,7,0,40,70,0,0,0,0,62,0,17,27,45,0,0,0,18,30,22,254,0,0,0,0,24,0,33,11,15,0,0,0,0,22,20,5,0,0,5,8,74,37,0,51,730,810500,1,194,181
"Block Group 2, Census Tract 8105, Petersburg city, Virginia",517308105002,153,21,0,19,0,0,0,0,0,55,18,0,0,0,22,10,0,0,8,0,0,0,0,0,146,0,12,0,0,0,0,14,0,0,16,12,0,10,56,17,0,0,0,0,9,0,0,0,51,730,810500,2,17,0
"Block Group 4, Census Tract 8105, Petersburg city, Virginia",517308105004,327,5,0,0,18,36,0,0,39,21,1,32,4,11,32,18,0,22,0,36,16,0,0,36,387,0,25,19,0,0,0,0,0,5,0,26,45,40,38,8,9,14,8,17,9,32,0,92,51,730,810500,4,246,160
"Block Group 1, Census Tract 8106, Petersburg city, Virginia",517308106001,524,31,64,18,35,39,12,0,4,0,17,25,14,16,93,29,29,26,12,31,22,0,7,0,677,39,90,26,16,9,0,13,26,30,83,11,24,18,42,67,24,30,31,16,51,17,0,14,51,730,810600,1,201,38
"Block Group 1, Census Tract 8107, Petersburg city, Virginia",517308107001,541,167,86,0,0,0,0,0,0,41,13,49,38,30,42,30,0,7,13,17,8,0,0,0,597,172,0,0,8,0,0,0,8,88,0,39,0,12,0,41,37,36,9,25,52,21,32,17,51,730,810700,1,194,70
"Block Group 2, Census Tract 8107, Petersburg city, Virginia",517308107002,463,0,47,121,0,0,0,0,0,0,0,115,10,0,42,20,5,47,0,8,48,0,0,0,516,24,47,36,15,11,0,0,0,46,38,63,27,20,12,52,33,9,35,13,15,8,0,12,51,730,810700,2,139,20
"Block Group 2, Census Tract 8109, Petersburg city, Virginia",517308109002,417,7,0,56,29,0,0,0,0,66,26,20,20,24,6,34,8,55,0,22,13,13,14,4,577,0,72,125,67,0,0,0,0,0,33,38,0,44,68,10,12,28,0,10,53,7,0,10,51,730,810900,2,146,48
"Block Group 3, Census Tract 8109, Petersburg city, Virginia",517308109003,481,74,1,40,4,0,0,0,0,0,30,97,0,16,78,9,0,12,0,11,49,21,0,39,463,49,0,24,7,0,0,38,13,57,0,60,19,11,55,11,0,30,0,36,10,11,11,21,51,730,810900,3,209,103
"Block Group 2, Census Tract 8110, Petersburg city, Virginia",517308110002,322,14,53,0,14,9,0,0,0,21,13,0,27,24,11,88,11,0,15,9,0,3,10,0,272,14,0,0,0,8,0,0,12,28,12,0,38,12,1,7,0,37,21,46,21,7,8,0,51,730,811000,2,140,28
"Block Group 3, Census Tract 8110, Petersburg city, Virginia",517308110003,955,65,148,0,35,83,23,0,9,84,180,0,36,48,50,45,27,65,42,6,6,0,0,3,801,31,59,0,25,0,20,0,0,62,87,12,57,12,99,92,15,55,29,77,11,24,29,5,51,730,811000,3,232,61
"Block Group 2, Census Tract 8111, Petersburg city, Virginia",517308111002,285,14,0,0,24,0,0,0,0,58,51,0,37,10,10,40,0,12,0,2,6,12,9,0,588,23,21,0,0,0,0,0,75,116,77,38,51,54,3,0,22,0,7,53,0,26,12,10,51,730,811100,2,137,69
"Block Group 3, Census Tract 8111, Petersburg city, Virginia",517308111003,731,38,27,9,18,0,0,25,0,17,156,186,22,15,71,9,0,11,0,59,22,24,10,12,804,20,0,51,9,22,19,0,0,62,47,114,0,0,74,114,19,33,15,58,60,29,15,43,51,730,811100,3,347,133
"Block Group 2, Census Tract 8112, Petersburg city, Virginia",517308112002,465,70,0,19,36,0,0,0,69,53,0,19,12,0,22,0,16,38,0,58,0,5,28,20,373,0,0,17,11,55,0,0,18,10,0,1,33,35,14,50,27,27,6,0,31,18,0,20,51,730,811200,2,186,91
"Block Group 3, Census Tract 8112, Petersburg city, Virginia",517308112003,700,70,119,28,55,0,41,0,60,71,39,52,42,20,23,17,28,0,0,0,0,7,11,17,606,115,19,21,26,47,0,0,69,86,65,10,37,12,13,24,0,0,0,0,7,17,24,14,51,730,811200,3,97,90
"Block Group 2, Census Tract 8113, Petersburg city, Virginia",517308113002,276,4,0,70,2,0,0,0,10,46,0,1,0,18,28,16,0,0,13,48,1,19,0,0,478,0,0,0,4,10,0,0,45,105,78,0,0,47,19,20,20,7,0,17,13,19,16,58,51,730,811300,2,204,112
"Block Group 3, Census Tract 8113, Petersburg city, Virginia",517308113003,253,26,26,26,0,0,0,0,57,4,29,0,6,0,49,25,0,0,0,5,0,0,0,0,712,161,0,0,23,14,0,21,131,78,0,0,0,97,37,84,23,0,0,0,43,0,0,0,51,730,811300,3,48,0
"Block Group 1, Census Tract 3401, Poquoson city, Virginia",517353401001,940,36,68,50,33,26,8,0,48,36,34,82,31,66,133,69,0,44,0,26,75,61,6,8,992,77,67,41,63,0,0,0,22,50,49,53,63,39,83,79,33,57,0,18,82,93,13,10,51,735,340100,1,392,191
"Block Group 2, Census Tract 3401, Poquoson city, Virginia",517353401002,561,15,35,5,35,20,0,25,0,34,30,17,15,38,31,58,7,9,26,20,77,19,31,14,732,23,42,39,39,0,0,0,33,0,11,17,70,30,80,87,5,18,43,10,49,51,30,55,51,735,340100,2,425,200
"Block Group 2, Census Tract 3402, Poquoson city, Virginia",517353402002,560,32,81,58,0,0,0,0,0,20,11,129,25,14,41,52,13,45,0,14,0,12,13,0,406,0,19,47,0,0,0,0,0,16,54,92,15,33,48,44,0,0,0,0,0,12,26,0,51,735,340200,2,77,63
"Block Group 4, Census Tract 3402, Poquoson city, Virginia",517353402004,269,16,17,0,23,0,0,0,0,21,19,0,0,0,0,13,41,16,15,0,0,39,25,24,418,17,17,58,0,0,0,0,0,20,73,0,0,21,0,13,18,15,0,0,17,38,67,44,51,735,340200,4,269,237
"Block Group 5, Census Tract 3402, Poquoson city, Virginia",517353402005,420,71,20,26,41,0,0,0,0,11,40,94,44,12,0,11,0,23,0,0,15,0,12,0,513,57,47,18,0,0,0,0,0,22,49,48,93,0,39,26,0,15,0,0,46,39,0,14,51,735,340200,5,126,65
"Block Group 2, Census Tract 3403, Poquoson city, Virginia",517353403002,636,42,7,118,22,25,0,0,0,74,43,0,2,126,20,25,9,4,0,15,54,48,2,0,762,46,32,159,32,84,0,0,35,36,0,26,56,99,55,8,8,5,7,0,60,7,7,0,51,735,340300,2,200,64
"Block Group 3, Census Tract 3403, Poquoson city, Virginia",517353403003,844,17,53,23,43,62,0,0,48,0,43,152,14,43,59,42,99,31,15,12,27,11,31,19,694,30,8,31,8,42,17,0,16,8,28,61,56,19,63,48,96,24,12,3,78,5,19,22,51,735,340300,3,254,107
"Block Group 1, Census Tract 2102, Portsmouth city, Virginia",517402102001,476,0,11,0,39,11,3,0,0,173,12,11,83,0,9,36,0,19,2,19,40,8,0,0,544,108,0,34,0,29,0,79,0,0,70,0,27,12,64,12,3,10,0,92,1,3,0,0,51,740,210200,1,165,11
"Block Group 2, Census Tract 2102, Portsmouth city, Virginia",517402102002,775,184,32,47,10,0,0,37,0,0,167,28,19,51,52,90,25,3,0,13,17,0,0,0,719,38,21,43,53,13,19,0,110,51,37,83,0,23,25,17,6,105,6,42,19,0,0,8,51,740,210200,2,105,8
"Block Group 1, Census Tract 2103, Portsmouth city, Virginia",517402103001,341,6,0,22,16,0,0,20,5,22,16,17,7,34,24,59,34,33,8,0,0,10,0,8,393,20,30,40,7,24,0,0,25,17,23,0,40,24,39,52,10,0,16,8,9,9,0,0,51,740,210300,1,68,27
"Block Group 2, Census Tract 2103, Portsmouth city, Virginia",517402103002,151,0,34,8,9,0,0,0,0,0,29,0,19,6,0,5,0,8,0,33,0,0,0,0,306,75,27,14,22,0,0,0,6,14,21,29,29,0,10,0,9,6,12,5,21,6,0,0,51,740,210300,2,77,6
"Block Group 3, Census Tract 2103, Portsmouth city, Virginia",517402103003,302,31,5,5,13,0,0,0,5,11,44,26,23,15,13,31,0,9,29,5,18,8,0,11,532,63,5,106,7,0,0,0,28,25,71,21,11,23,45,22,30,20,1,14,9,11,14,6,51,740,210300,3,126,50
"Block Group 1, Census Tract 2104, Portsmouth city, Virginia",517402104001,728,6,42,16,12,6,0,18,64,81,31,44,24,103,15,43,29,10,45,70,23,23,18,5,737,0,12,33,12,4,25,5,10,87,18,32,91,76,47,83,14,65,18,46,13,18,11,17,51,740,210400,1,307,92
"Block Group 1, Census Tract 2105, Portsmouth city, Virginia",517402105001,734,165,62,123,58,46,17,0,81,21,10,19,19,0,10,54,20,16,0,5,3,5,0,0,1184,219,92,55,33,44,34,45,81,71,57,62,62,52,67,62,13,8,13,18,43,8,0,45,51,740,210500,1,140,58
"Block Group 1, Census Tract 2106, Portsmouth city, Virginia",517402106001,525,10,19,21,38,5,0,0,43,94,32,49,8,35,37,13,5,11,11,11,29,41,13,0,541,40,43,12,30,12,0,0,38,20,39,44,31,26,51,35,11,10,7,18,26,48,0,0,51,740,210600,1,204,102
"Block Group 2, Census Tract 2106, Portsmouth city, Virginia",517402106002,291,10,2,22,0,16,0,0,25,48,7,43,2,9,15,51,0,7,19,0,5,8,2,0,323,12,0,22,0,0,0,0,9,85,19,38,21,6,7,60,5,9,0,10,7,13,0,0,51,740,210600,2,64,23
"Block Group 1, Census Tract 2109, Portsmouth city, Virginia",517402109001,789,16,26,2,0,10,0,15,64,120,106,40,94,39,85,44,36,19,29,29,15,0,0,0,620,13,15,0,19,21,3,0,61,92,21,32,17,47,65,27,44,46,39,14,38,6,0,0,51,740,210900,1,170,6
"Block Group 2, Census Tract 2109, Portsmouth city, Virginia",517402109002,643,61,0,2,0,0,16,0,33,67,34,16,51,34,7,77,30,30,47,20,16,40,37,25,587,12,0,0,0,0,0,30,31,30,33,27,0,5,20,86,30,11,5,98,34,43,36,56,51,740,210900,2,457,237
"Block Group 3, Census Tract 2109, Portsmouth city, Virginia",517402109003,383,0,11,17,87,3,19,32,15,57,117,0,16,0,1,1,0,0,2,0,0,0,0,5,170,0,0,10,68,0,0,0,0,0,0,0,33,0,7,6,0,0,0,9,2,35,0,0,51,740,210900,3,53,40
"Block Group 1, Census Tract 2111, Portsmouth city, Virginia",517402111001,213,0,44,11,21,0,0,0,0,18,22,36,24,0,0,9,4,15,0,0,0,9,0,0,458,0,0,63,15,13,0,0,0,42,65,33,70,13,25,55,9,8,22,0,10,0,0,15,51,740,211100,1,56,24
"Block Group 2, Census Tract 2111, Portsmouth city, Virginia",517402111002,414,90,0,36,16,20,0,0,0,24,43,45,5,16,7,3,6,12,0,67,16,0,8,0,551,36,47,94,11,0,0,0,0,50,0,40,42,0,12,26,23,13,12,23,51,41,30,0,51,740,211100,2,248,79
"Block Group 1, Census Tract 2114, Portsmouth city, Virginia",517402114001,290,12,0,11,0,8,0,13,11,69,14,11,8,15,2,18,0,32,9,4,23,20,10,0,566,20,0,8,15,7,0,14,0,0,9,52,26,68,35,31,12,75,22,34,35,43,0,60,51,740,211400,1,260,133
"Block Group 1, Census Tract 804.02, Carroll County, Virginia",510350804021,536,36,0,21,0,0,0,0,0,97,56,48,0,0,16,80,0,25,30,39,33,17,38,0,554,0,0,0,74,45,0,0,0,0,29,50,0,17,11,59,14,26,120,22,19,0,0,68,51,35,80402,1,386,123
"Block Group 2, Census Tract 804.02, Carroll County, Virginia",510350804022,650,0,52,25,125,0,0,0,0,23,55,25,0,74,48,23,58,4,60,0,37,0,20,21,815,71,87,0,0,86,0,0,0,68,54,51,11,0,58,31,117,42,0,19,19,45,37,19,51,35,80402,2,277,142
"Block Group 2, Census Tract 805.01, Carroll County, Virginia",510350805012,458,22,63,23,0,12,0,0,0,29,15,0,56,4,16,16,98,44,0,17,35,0,0,8,560,16,61,0,0,0,58,0,0,152,37,0,18,38,57,0,0,19,0,0,30,0,27,47,51,35,80501,2,164,82
"Block Group 1, Census Tract 805.02, Carroll County, Virginia",510350805021,391,0,27,17,0,14,0,0,0,66,0,22,0,0,34,40,44,15,33,26,0,53,0,0,476,11,14,0,0,0,0,0,0,15,5,66,0,10,45,11,25,39,0,63,101,34,0,37,51,35,80502,1,347,124
"Block Group 1, Census Tract 806.01, Carroll County, Virginia",510350806011,297,0,0,7,0,0,0,0,12,0,15,9,9,40,0,31,18,32,16,20,29,24,21,14,281,0,0,6,0,0,0,0,16,0,5,0,16,6,23,16,4,33,22,38,24,28,14,30,51,35,80601,1,280,131
"Block Group 2, Census Tract 806.01, Carroll County, Virginia",510350806012,564,57,49,25,13,19,0,0,6,18,11,53,27,65,18,55,14,41,2,27,38,22,4,0,629,33,21,58,41,0,0,0,62,41,42,39,37,36,32,96,3,14,6,19,20,12,12,5,51,35,80601,2,167,55
"Block Group 2, Census Tract 806.03, Carroll County, Virginia",510350806032,558,35,0,53,0,9,0,0,0,0,24,54,21,26,55,173,12,23,20,0,14,11,0,28,271,0,0,29,0,39,0,0,0,0,9,17,19,78,16,34,0,20,0,0,0,10,0,0,51,35,80603,2,83,49
"Block Group 3, Census Tract 806.03, Carroll County, Virginia",510350806033,499,0,22,42,25,0,0,0,0,0,209,0,21,16,67,28,29,0,0,9,13,0,4,14,299,31,0,2,0,0,0,0,0,0,0,21,48,0,45,75,0,48,0,15,0,14,0,0,51,35,80603,3,69,32
"Block Group 1, Census Tract 6001, Charles City County, Virginia",510366001001,803,37,19,44,29,18,3,7,48,33,23,110,20,49,74,77,22,36,12,61,49,24,7,1,864,59,26,35,32,17,13,15,23,56,35,65,44,46,75,85,32,61,30,38,21,23,19,14,51,36,600100,1,299,88
"Block Group 2, Census Tract 6001, Charles City County, Virginia",510366001002,518,17,29,16,11,17,0,0,8,65,10,22,21,17,89,52,35,9,14,0,25,59,2,0,521,0,31,30,23,12,0,0,0,16,21,13,8,49,50,49,44,25,32,0,24,75,10,9,51,36,600100,2,250,155
"Block Group 2, Census Tract 6002, Charles City County, Virginia",510366002002,557,17,17,34,21,5,12,7,22,26,40,20,21,33,36,63,20,18,23,30,30,20,25,17,508,11,15,20,19,3,13,0,21,23,26,26,18,27,51,48,10,26,14,32,37,14,26,28,51,36,600200,2,296,130
"Block Group 1, Census Tract 6003, Charles City County, Virginia",510366003001,400,12,0,13,11,18,0,0,10,22,7,0,4,36,24,44,23,32,36,40,39,24,5,0,528,0,0,59,0,17,0,0,0,0,33,3,46,35,45,75,31,12,20,64,46,19,5,18,51,36,600300,1,316,71
"Block Group 1, Census Tract 9301.01, Charlotte County, Virginia",510379301011,595,66,12,69,78,0,0,0,4,24,51,53,12,2,2,15,20,33,7,2,24,34,84,3,662,46,50,52,7,13,19,10,12,61,56,31,21,50,9,44,20,3,52,2,20,28,37,19,51,37,930101,1,312,205
"Block Group 2, Census Tract 9301.01, Charlotte County, Virginia",510379301012,696,65,18,75,25,11,0,0,33,44,2,14,10,15,112,58,43,61,24,32,24,7,23,0,876,62,33,99,17,3,0,11,48,18,58,12,6,78,93,38,38,28,37,30,7,15,126,19,51,37,930101,2,344,190
"Block Group 1, Census Tract 9302, Charlotte County, Virginia",510379302001,574,37,70,63,68,9,3,37,16,33,45,26,11,13,1,55,8,30,6,6,11,17,9,0,422,54,9,10,5,0,0,4,46,19,2,44,35,5,25,47,37,9,0,22,32,11,0,6,51,37,930200,1,120,43
"Block Group 3, Census Tract 9302, Charlotte County, Virginia",510379302003,260,27,0,23,16,0,0,0,0,0,0,6,0,51,33,22,15,0,7,32,11,0,0,17,383,0,0,15,20,17,0,0,0,7,28,0,13,69,34,30,29,6,7,0,63,7,26,12,51,37,930200,3,182,62
"Block Group 1, Census Tract 9303, Charlotte County, Virginia",510379303001,500,22,31,9,22,12,13,24,0,63,0,6,38,52,54,46,0,4,22,11,18,6,42,5,643,51,14,10,29,21,0,18,92,2,26,14,100,16,87,77,2,5,20,13,2,29,3,12,51,37,930300,1,183,97
