NAME,GEO_ID,B01001_002E,B01001_003E,B01001_004E,B01001_005E,B01001_006E,B01001_007E,B01001_008E,B01001_009E,B01001_010E,B01001_011E,B01001_012E,B01001_013E,B01001_014E,B01001_015E,B01001_016E,B01001_017E,B01001_018E,B01001_019E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_026E,B01001_027E,B01001_028E,B01001_029E,B01001_030E,B01001_031E,B01001_032E,B01001_033E,B01001_034E,B01001_035E,B01001_036E,B01001_037E,B01001_038E,B01001_039E,B01001_040E,B01001_041E,B01001_042E,B01001_043E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,state,county,tract,block group,Pop_65_Plus,Pop_75_Plus
"Block Group 1, Census Tract 320.07, Newport News city, Virginia",517000320071,570,12,6,52,43,4,23,0,11,65,5,68,83,19,39,27,34,16,17,14,21,11,0,0,535,46,12,10,17,0,33,4,24,51,0,10,61,38,28,64,15,12,40,16,13,18,11,12,51,700,32007,1,173,52
"Block Group 2, Census Tract 320.07, Newport News city, Virginia",517000320072,120,0,0,4,0,0,0,0,10,0,0,5,12,0,55,0,13,5,0,8,0,8,0,0,348,0,17,65,22,0,0,7,22,5,0,0,15,0,72,47,13,0,0,8,8,0,47,0,51,700,32007,2,79,55
"Block Group 1, Census Tract 321.13, Newport News city, Virginia",517000321131,563,96,0,8,8,0,0,4,4,16,24,64,6,7,30,30,7,0,0,24,103,53,25,54,782,17,66,0,0,0,0,0,56,29,53,5,66,0,44,18,26,32,8,31,46,75,49,161,51,700,32113,1,629,417
"Block Group 2, Census Tract 321.13, Newport News city, Virginia",517000321132,715,32,85,37,22,0,16,0,107,29,64,42,114,35,48,21,32,11,0,10,0,0,10,0,745,45,71,0,0,17,23,34,10,86,72,89,100,76,24,7,21,21,2,0,11,28,8,0,51,700,32113,2,69,46
"Block Group 1, Census Tract 321.14, Newport News city, Virginia",517000321141,758,42,29,18,21,0,7,11,59,93,71,64,62,32,46,107,17,0,0,7,42,18,9,3,1055,42,48,66,17,35,22,7,84,188,50,86,67,42,90,67,13,7,23,38,29,5,18,11,51,700,32114,1,203,64
"Block Group 1, Census Tract 321.17, Newport News city, Virginia",517000321171,659,14,56,21,17,0,0,52,0,1,92,1,13,127,44,16,59,18,0,0,11,39,26,52,1155,99,0,83,0,0,77,98,157,16,41,51,0,92,73,0,84,37,0,11,74,0,45,117,51,700,32117,1,375,279
"Block Group 3, Census Tract 321.17, Newport News city, Virginia",517000321173,297,0,12,142,0,0,0,0,0,17,0,37,0,0,50,14,12,0,0,0,13,0,0,0,361,0,0,38,0,0,0,0,0,0,66,0,0,0,121,38,0,0,16,0,15,0,0,67,51,700,32117,3,111,67
"Block Group 1, Census Tract 321.23, Newport News city, Virginia",517000321231,309,67,0,0,0,10,0,0,50,15,15,61,42,0,20,0,0,11,0,0,18,0,0,0,608,50,0,0,66,0,0,0,38,59,39,0,96,63,0,18,12,94,0,48,25,0,0,0,51,700,32123,1,91,0
"Block Group 3, Census Tract 321.23, Newport News city, Virginia",517000321233,781,0,31,51,28,0,0,14,0,101,121,26,123,87,26,9,52,69,13,30,0,0,0,0,1172,228,56,13,33,106,81,0,0,123,130,35,147,0,43,75,36,12,0,20,1,0,0,33,51,700,32123,3,97,33
"Block Group 1, Census Tract 321.24, Newport News city, Virginia",517000321241,1075,107,156,15,0,31,0,3,27,139,119,85,23,7,90,101,71,8,5,53,16,10,9,0,1434,75,98,106,44,15,38,0,64,120,152,19,217,84,88,110,0,25,26,71,28,45,0,9,51,700,32124,1,272,73
"Block Group 1, Census Tract 321.26, Newport News city, Virginia",517000321261,1004,161,102,177,0,0,16,15,46,109,110,61,0,98,66,10,0,12,0,9,12,0,0,0,977,201,1,10,16,60,0,43,0,102,70,126,13,27,35,116,10,0,46,45,0,11,0,45,51,700,32126,1,168,56
"Block Group 2, Census Tract 321.26, Newport News city, Virginia",517000321262,969,27,78,118,24,13,0,0,67,207,66,97,24,101,39,29,0,32,21,16,10,0,0,0,1180,54,123,114,36,17,20,18,59,181,117,55,28,62,17,46,13,15,0,13,181,11,0,0,51,700,32126,2,252,11
"Block Group 1, Census Tract 321.28, Newport News city, Virginia",517000321281,1014,112,146,39,52,23,35,14,39,95,171,170,17,13,20,39,0,21,0,0,8,0,0,0,1012,11,165,27,26,48,12,0,123,139,72,93,28,9,42,30,25,68,49,0,12,26,7,0,51,700,32128,1,102,33
"Block Group 2, Census Tract 321.28, Newport News city, Virginia",517000321282,229,32,8,0,0,0,0,0,0,26,35,14,0,21,0,6,25,0,6,5,24,18,9,0,324,0,33,0,0,0,0,0,10,8,22,0,0,3,27,67,11,12,35,47,27,22,0,0,51,700,32128,2,193,49
"Block Group 3, Census Tract 321.28, Newport News city, Virginia",517000321283,683,29,22,22,0,5,0,0,35,128,94,65,71,59,51,36,0,23,16,15,12,0,0,0,497,0,14,0,0,8,0,10,29,77,72,0,50,76,0,26,0,15,0,22,60,0,23,15,51,700,32128,3,163,38
"Block Group 1, Census Tract 321.29, Newport News city, Virginia",517000321291,572,34,47,14,11,0,0,0,37,23,128,82,33,0,44,5,37,2,16,0,13,27,19,0,631,74,0,16,0,0,0,20,0,49,86,85,0,43,41,40,19,13,5,63,33,21,18,5,51,700,32129,1,220,90
"Block Group 2, Census Tract 321.29, Newport News city, Virginia",517000321292,923,248,67,111,0,0,0,0,48,118,161,64,0,2,27,23,0,50,0,0,4,0,0,0,1233,105,19,73,2,0,0,0,118,155,400,119,0,17,58,59,32,47,0,15,0,14,0,0,51,700,32129,2,33,14
"Block Group 1, Census Tract 321.30, Newport News city, Virginia",517000321301,873,50,117,112,51,0,18,0,14,78,65,39,57,85,20,45,42,17,12,0,38,0,0,13,1057,156,21,64,13,148,1,0,18,59,106,36,44,126,128,77,11,0,0,0,18,0,31,0,51,700,32130,1,112,44
"Block Group 2, Census Tract 321.30, Newport News city, Virginia",517000321302,758,77,10,175,0,0,0,7,11,26,54,73,0,15,97,29,35,59,46,6,25,0,13,0,870,25,59,18,0,0,0,0,23,52,176,32,54,13,6,242,7,17,28,58,24,0,36,0,51,700,32130,2,236,49
"Block Group 3, Census Tract 321.30, Newport News city, Virginia",517000321303,739,7,43,37,31,0,0,0,55,149,0,91,0,87,25,46,0,42,9,9,50,45,0,13,922,62,38,63,41,0,61,0,17,68,43,85,73,65,18,48,0,18,53,46,71,0,0,52,51,700,32130,3,348,110
"Block Group 1, Census Tract 321.31, Newport News city, Virginia",517000321311,278,0,13,17,9,14,0,0,0,5,13,0,22,24,25,50,12,41,16,17,0,0,0,0,367,36,8,8,0,12,54,0,0,15,0,12,38,21,51,77,0,18,9,0,0,0,0,8,51,700,32131,1,50,8
"Block Group 2, Census Tract 321.31, Newport News city, Virginia",517000321312,723,60,13,112,17,12,0,0,11,136,41,74,56,43,35,47,7,23,0,0,16,0,20,0,602,6,91,43,30,0,6,0,7,134,19,56,24,37,31,18,0,8,6,0,67,9,0,10,51,700,32131,2,128,39
"Block Group 3, Census Tract 321.31, Newport News city, Virginia",517000321313,645,50,65,40,107,65,29,16,44,45,39,69,0,9,35,6,18,0,0,8,0,0,0,0,541,17,39,29,0,0,0,0,0,93,20,105,78,7,57,29,9,44,0,7,7,0,0,0,51,700,32131,3,22,0
"Block Group 4, Census Tract 321.31, Newport News city, Virginia",517000321314,788,82,33,25,27,10,11,29,55,25,76,37,58,56,52,83,33,9,22,24,9,11,21,0,667,33,20,17,0,16,48,0,10,64,61,10,39,68,12,85,24,51,7,21,19,38,10,14,51,700,32131,4,196,94
"Block Group 1, Census Tract 321.32, Newport News city, Virginia",517000321321,477,32,0,25,11,13,0,0,0,93,49,50,22,55,44,0,0,30,0,0,23,30,0,0,611,48,89,39,0,29,28,17,23,57,62,36,25,29,16,47,0,0,0,16,45,5,0,0,51,700,32132,1,119,35
"Block Group 2, Census Tract 321.32, Newport News city, Virginia",517000321322,511,34,20,29,0,0,0,0,0,246,0,29,16,19,0,47,0,46,0,0,0,0,0,25,428,28,46,17,13,19,0,0,34,36,0,43,18,0,106,39,0,0,0,0,29,0,0,0,51,700,32132,2,54,25
"Block Group 4, Census Tract 321.32, Newport News city, Virginia",517000321324,321,16,15,10,9,24,0,23,0,36,0,0,0,178,10,0,0,0,0,0,0,0,0,0,404,0,2,20,36,10,0,30,0,35,44,22,0,68,68,0,0,13,0,0,56,0,0,0,51,700,32132,4,56,0
"Block Group 5, Census Tract 321.32, Newport News city, Virginia",517000321325,474,152,21,18,16,0,0,0,0,0,39,42,12,0,11,16,21,0,0,0,0,50,52,24,599,68,9,27,18,0,0,0,0,0,39,34,134,0,10,44,13,0,0,62,23,118,0,0,51,700,32132,5,329,244
"Block Group 2, Census Tract 321.33, Newport News city, Virginia",517000321332,360,0,79,0,15,0,10,26,22,21,38,0,78,39,0,0,0,32,0,0,0,0,0,0,762,432,37,78,10,0,0,0,0,49,57,0,54,15,0,30,0,0,0,0,0,0,0,0,51,700,32133,2,0,0
"Block Group 1, Census Tract 321.34, Newport News city, Virginia",517000321341,402,94,29,17,0,0,0,17,0,151,0,14,46,0,6,16,0,0,12,0,0,0,0,0,374,61,34,16,15,0,0,0,0,96,19,38,16,19,10,15,0,16,0,7,0,0,12,0,51,700,32134,1,31,12
"Block Group 1, Census Tract 322.11, Newport News city, Virginia",517000322111,650,65,10,13,45,13,0,0,15,12,48,100,56,12,13,53,0,13,0,11,42,129,0,0,475,12,31,0,9,0,0,0,0,8,39,27,0,48,49,36,0,23,0,49,66,52,26,0,51,700,32211,1,375,207
"Block Group 4, Census Tract 322.11, Newport News city, Virginia",517000322114,440,14,25,7,0,0,0,6,11,80,107,7,44,0,13,0,41,16,0,15,54,0,0,0,552,96,8,0,0,16,0,0,0,22,109,25,37,12,13,68,70,0,0,0,29,47,0,0,51,700,32211,4,145,47
"Block Group 1, Census Tract 322.12, Newport News city, Virginia",517000322121,736,93,60,62,16,0,22,0,68,83,42,100,25,23,19,40,11,18,0,38,2,0,14,0,775,32,0,47,0,12,0,54,42,99,59,8,61,86,68,90,8,19,24,35,8,12,0,11,51,700,32212,1,144,37
"Block Group 2, Census Tract 454.08, Virginia Beach city, Virginia",518100454082,1107,102,181,70,71,0,0,0,0,48,42,218,78,66,110,0,46,17,0,23,16,19,0,0,1218,140,143,28,68,38,0,0,12,39,159,180,90,33,36,68,29,27,24,37,34,33,0,0,51,810,45408,2,186,52
"Block Group 3, Census Tract 454.08, Virginia Beach city, Virginia",518100454083,185,0,2,54,0,10,49,0,0,0,0,18,0,13,0,37,0,2,0,0,0,0,0,0,310,0,16,24,0,65,0,0,0,0,0,123,0,0,42,0,0,0,0,37,3,0,0,0,51,810,45408,3,40,0
"Block Group 1, Census Tract 454.12, Virginia Beach city, Virginia",518100454121,760,6,6,42,48,52,0,0,27,12,16,30,36,58,51,65,28,45,27,83,66,45,17,0,880,12,47,57,35,0,17,10,30,8,22,30,76,41,52,85,26,66,27,63,109,54,7,6,51,810,45412,1,504,129
"Block Group 1, Census Tract 454.14, Virginia Beach city, Virginia",518100454141,152,5,5,14,2,0,0,0,0,33,0,7,0,17,18,11,21,0,0,0,1,0,18,0,323,0,0,0,0,0,0,0,24,27,73,0,10,35,73,0,21,0,1,23,0,14,11,11,51,810,45414,1,79,54
"Block Group 3, Census Tract 454.14, Virginia Beach city, Virginia",518100454143,335,41,14,0,11,0,0,22,0,57,20,49,20,0,18,16,40,14,13,0,0,0,0,0,353,0,21,0,7,1,1,0,0,76,40,21,20,10,57,41,14,13,19,0,0,12,0,0,51,810,45414,3,44,12
"Block Group 1, Census Tract 454.15, Virginia Beach city, Virginia",518100454151,768,46,36,105,19,12,12,0,11,88,40,52,87,61,41,33,18,11,22,19,18,31,0,6,683,42,134,89,23,16,0,7,13,19,35,72,17,27,22,32,26,14,13,16,30,19,17,0,51,810,45415,1,191,73
"Block Group 2, Census Tract 454.15, Virginia Beach city, Virginia",518100454152,395,13,19,30,17,20,3,13,15,68,28,34,28,30,31,9,0,2,7,11,12,5,0,0,296,0,22,16,20,28,0,0,6,37,9,28,5,43,29,10,0,9,0,0,6,18,10,0,51,810,45415,2,69,33
"Block Group 1, Census Tract 454.20, Virginia Beach city, Virginia",518100454201,1358,125,77,131,46,17,7,10,24,61,99,190,187,177,52,25,35,31,11,37,7,9,0,0,1448,72,151,160,80,0,7,0,20,89,49,168,253,85,107,31,54,29,14,13,14,14,14,24,51,810,45420,1,157,61
"Block Group 2, Census Tract 454.20, Virginia Beach city, Virginia",518100454202,486,23,25,54,25,0,0,0,8,29,71,0,25,19,29,66,31,0,29,19,12,21,0,0,466,17,16,25,0,0,0,25,6,39,15,77,30,44,30,68,17,22,17,0,17,1,0,0,51,810,45420,2,116,22
"Block Group 3, Census Tract 454.20, Virginia Beach city, Virginia",518100454203,875,33,56,34,68,13,8,0,25,0,63,0,90,62,61,86,15,92,41,28,18,47,18,17,910,19,65,82,91,8,12,0,7,73,0,20,72,84,82,82,51,33,0,31,42,33,19,4,51,810,45420,3,298,138
"Block Group 1, Census Tract 454.21, Virginia Beach city, Virginia",518100454211,470,25,49,54,30,0,0,0,7,15,40,30,78,16,30,37,22,0,0,28,0,0,0,9,702,97,97,58,80,6,6,0,13,0,101,20,86,11,42,14,9,8,0,28,0,10,16,0,51,810,45421,1,91,35
"Block Group 2, Census Tract 454.21, Virginia Beach city, Virginia",518100454212,1076,98,0,111,67,6,9,10,114,49,72,68,38,56,133,125,0,17,28,10,24,10,21,10,1326,121,92,115,9,7,0,8,15,92,30,152,21,84,114,109,21,70,37,31,65,21,101,11,51,810,45421,2,369,174
"Block Group 1, Census Tract 454.22, Virginia Beach city, Virginia",518100454221,966,26,56,92,30,36,10,0,47,79,11,95,33,89,123,53,30,24,9,65,14,18,19,7,907,49,46,70,37,11,20,7,41,16,9,81,33,90,139,90,27,45,0,41,29,20,6,0,51,810,45422,1,228,70
"Block Group 2, Census Tract 454.22, Virginia Beach city, Virginia",518100454222,1140,66,40,119,78,35,0,0,27,85,102,144,54,73,66,98,18,26,7,30,47,6,19,0,1128,58,76,82,46,35,0,0,16,85,101,101,52,117,86,103,65,41,7,27,15,0,0,15,51,810,45422,2,173,40
"Block Group 1, Census Tract 454.24, Virginia Beach city, Virginia",518100454241,1003,120,7,104,62,0,8,36,11,54,26,36,59,33,84,132,18,180,0,12,6,15,0,0,832,65,11,172,12,10,11,0,49,16,58,24,76,136,23,84,5,0,22,9,0,22,22,5,51,810,45424,1,113,64
"Block Group 2, Census Tract 454.24, Virginia Beach city, Virginia",518100454242,1828,48,106,222,150,19,32,25,36,26,51,183,177,219,121,95,61,65,21,64,31,71,5,0,2014,133,148,209,172,20,12,0,9,79,14,244,151,273,133,115,32,33,32,51,121,0,24,9,51,810,45424,2,429,109
"Block Group 1, Census Tract 454.25, Virginia Beach city, Virginia",518100454251,1263,87,64,116,29,43,3,0,0,170,120,74,82,69,82,143,16,21,46,60,22,10,6,0,1236,34,143,48,29,0,0,3,29,39,71,65,74,102,182,199,30,27,74,35,35,11,0,6,51,810,45425,1,305,33
"Block Group 2, Census Tract 454.25, Virginia Beach city, Virginia",518100454252,331,25,0,49,0,4,0,0,7,27,8,25,20,16,43,28,9,21,5,15,17,10,2,0,330,13,23,6,11,11,0,0,2,36,0,18,27,19,25,39,10,4,11,17,23,10,4,21,51,810,45425,2,135,47
"Block Group 1, Census Tract 454.26, Virginia Beach city, Virginia",518100454261,837,0,89,85,50,0,0,0,21,35,19,89,167,43,38,80,19,12,0,43,47,0,0,0,1072,17,66,66,18,54,0,0,11,92,42,48,204,0,119,77,12,73,0,114,0,0,59,0,51,810,45426,1,263,59
"Block Group 2, Census Tract 454.26, Virginia Beach city, Virginia",518100454262,1177,40,17,158,38,0,50,0,91,16,86,119,63,133,22,81,175,15,14,34,0,19,6,0,997,0,16,93,0,38,18,0,0,98,102,94,104,65,34,150,17,68,1,0,42,0,16,41,51,810,45426,2,173,82
"Block Group 1, Census Tract 454.27, Virginia Beach city, Virginia",518100454271,782,28,0,55,9,80,0,0,58,133,53,83,38,65,87,51,0,13,15,14,0,0,0,0,569,71,52,8,26,0,0,28,44,0,0,39,14,117,46,66,29,14,0,15,0,0,0,0,51,810,45427,1,44,0
"Block Group 2, Census Tract 454.27, Virginia Beach city, Virginia",518100454272,574,36,14,98,22,22,0,14,30,57,0,96,17,14,29,57,14,32,7,0,0,0,0,15,394,16,43,13,0,0,0,29,0,21,55,58,0,51,0,77,14,0,0,0,0,0,0,17,51,810,45427,2,39,32
"Block Group 4, Census Tract 454.27, Virginia Beach city, Virginia",518100454274,611,59,0,87,8,45,0,13,0,34,63,85,0,66,49,38,48,0,0,0,0,0,0,16,933,92,104,77,114,36,0,0,29,100,22,62,0,142,36,71,0,17,0,0,0,0,24,7,51,810,45427,4,47,47
"Block Group 1, Census Tract 454.28, Virginia Beach city, Virginia",518100454281,617,46,8,34,20,6,0,0,8,35,25,18,26,31,82,42,2,11,8,10,18,58,65,64,741,9,14,25,21,11,9,14,0,11,18,17,39,21,37,36,13,21,4,39,29,99,100,154,51,810,45428,1,648,540
"Block Group 2, Census Tract 454.29, Virginia Beach city, Virginia",518100454292,1170,131,31,156,0,19,83,0,171,34,143,85,66,1,36,69,23,48,1,38,0,35,0,0,1239,141,104,74,57,0,91,0,77,62,162,69,37,0,78,189,27,0,0,23,0,48,0,0,51,810,45429,2,145,83
"Block Group 1, Census Tract 454.30, Virginia Beach city, Virginia",518100454301,768,120,33,92,0,18,15,0,0,10,209,23,0,132,38,56,22,0,0,0,0,0,0,0,605,0,14,0,38,0,16,0,0,107,151,36,14,35,22,40,23,0,0,0,83,0,26,0,51,810,45430,1,109,26
"Block Group 3, Census Tract 454.30, Virginia Beach city, Virginia",518100454303,578,15,35,0,0,44,0,0,88,240,24,0,30,19,0,46,0,0,37,0,0,0,0,0,570,0,24,0,0,25,0,0,41,144,268,12,0,19,0,0,0,0,37,0,0,0,0,0,51,810,45430,3,74,0
"Block Group 1, Census Tract 454.31, Virginia Beach city, Virginia",518100454311,1231,76,426,12,35,27,0,0,0,46,100,143,123,38,63,39,0,18,14,3,11,22,13,22,1094,130,81,11,12,14,11,0,67,50,305,50,86,38,105,26,3,0,0,17,55,33,0,0,51,810,45431,1,190,90
"Block Group 1, Census Tract 454.32, Virginia Beach city, Virginia",518100454321,877,73,0,101,68,54,0,0,23,0,57,66,50,112,65,36,8,12,43,40,0,13,32,24,870,13,60,36,0,83,0,0,15,0,34,86,40,116,29,25,58,37,41,0,28,45,53,71,51,810,45432,1,390,238
"Block Group 2, Census Tract 454.32, Virginia Beach city, Virginia",518100454322,781,69,114,136,16,0,13,0,0,69,69,17,34,55,93,45,23,14,14,0,0,0,0,0,640,68,80,56,0,0,0,0,14,44,38,118,69,29,59,34,31,0,0,0,0,0,0,0,51,810,45432,2,14,0
"Block Group 1, Census Tract 454.33, Virginia Beach city, Virginia",518100454331,1095,0,43,66,83,55,0,0,143,234,0,73,96,39,119,58,0,25,19,25,9,0,8,0,1039,76,125,69,15,39,47,0,60,0,89,71,22,21,194,76,12,28,13,13,59,0,0,10,51,810,45433,1,156,18
"Block Group 2, Census Tract 454.33, Virginia Beach city, Virginia",518100454332,1431,0,13,65,45,55,42,22,110,149,170,203,176,65,69,109,14,7,7,35,75,0,0,0,645,50,60,0,0,9,8,2,33,21,39,119,51,62,69,30,0,0,2,37,53,0,0,0,51,810,45433,2,209,0
"Block Group 2, Census Tract 454.34, Virginia Beach city, Virginia",518100454342,888,0,0,68,21,0,0,9,0,0,2,66,27,14,159,74,24,77,37,53,65,146,26,20,1137,0,20,12,28,19,32,0,17,26,8,0,13,93,67,98,0,133,97,96,167,62,129,20,51,810,45434,2,918,403
"Block Group 1, Census Tract 456.01, Virginia Beach city, Virginia",518100456011,360,0,17,53,19,0,0,0,0,0,43,0,17,29,11,28,11,18,0,47,28,10,10,19,345,8,23,8,0,0,0,0,10,0,18,8,17,35,30,26,27,13,9,18,10,14,39,32,51,810,45601,1,236,124
"Block Group 1, Census Tract 456.03, Virginia Beach city, Virginia",518100456031,215,4,5,0,21,12,0,0,9,15,0,27,22,5,10,21,12,25,5,0,0,22,0,0,444,61,6,9,54,0,0,0,8,35,40,13,107,8,29,43,0,7,0,12,12,0,0,0,51,810,45603,1,51,22
"Block Group 2, Census Tract 456.03, Virginia Beach city, Virginia",518100456032,628,13,2,0,22,0,9,0,56,133,27,82,44,133,31,10,17,7,6,9,16,5,6,0,436,6,18,26,5,9,0,6,34,94,22,44,16,34,31,5,0,9,0,38,5,23,6,5,51,810,45603,2,119,45
"Block Group 2, Census Tract 456.05, Virginia Beach city, Virginia",518100456052,475,0,68,0,0,0,0,0,41,143,64,0,12,16,0,94,0,0,0,19,0,18,0,0,472,52,13,0,0,0,0,12,0,112,24,12,48,13,0,32,34,13,16,34,37,20,0,0,51,810,45605,2,144,38
"Block Group 1, Census Tract 456.06, Virginia Beach city, Virginia",518100456061,730,0,9,130,0,12,0,0,120,130,158,0,64,35,8,30,28,6,0,0,0,0,0,0,716,113,54,30,1,52,0,0,0,142,84,0,0,19,64,117,0,0,0,0,0,40,0,0,51,810,45606,1,40,40
"Block Group 3, Census Tract 456.06, Virginia Beach city, Virginia",518100456063,724,93,0,0,0,0,12,0,67,229,130,81,0,45,18,22,27,0,0,0,0,0,0,0,699,52,35,0,0,0,0,14,22,201,94,48,51,25,16,113,0,28,0,0,0,0,0,0,51,810,45606,3,0,0
"Block Group 1, Census Tract 458.01, Virginia Beach city, Virginia",518100458011,1032,58,44,49,62,15,46,7,33,75,60,59,65,55,57,104,67,32,19,0,26,59,9,31,1098,89,54,22,21,31,20,36,8,25,89,46,63,126,67,76,47,46,27,0,31,106,32,36,51,810,45801,1,376,273
"Block Group 1, Census Tract 1035.03, Arlington County, Virginia",510131035031,872,52,18,0,14,38,0,0,72,123,293,35,38,38,10,37,37,53,0,0,0,0,0,14,952,0,0,0,0,0,0,56,174,203,181,72,15,21,100,48,27,41,0,0,0,0,14,0,51,13,103503,1,28,28
"Block Group 2, Census Tract 1035.03, Arlington County, Virginia",510131035032,547,0,0,0,0,24,0,38,57,77,195,75,34,0,28,19,0,0,0,0,0,0,0,0,809,16,0,0,0,0,0,0,235,160,153,77,17,151,0,0,0,0,0,0,0,0,0,0,51,13,103503,2,0,0
"Block Group 4, Census Tract 1035.03, Arlington County, Virginia",510131035034,126,15,0,0,0,0,0,0,38,14,0,59,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,49,17,0,0,0,0,0,0,0,0,0,0,51,13,103503,4,0,0
"Block Group 5, Census Tract 1035.03, Arlington County, Virginia",510131035035,521,136,37,0,0,0,0,29,0,37,50,47,68,0,0,0,0,0,0,81,0,0,36,0,328,54,0,0,0,0,0,0,0,37,69,71,18,0,0,0,0,0,0,39,40,0,0,0,51,13,103503,5,196,36
"Block Group 2, Census Tract 1035.04, Arlington County, Virginia",510131035042,884,18,0,22,0,0,0,0,35,144,171,87,229,47,45,0,0,39,17,0,0,30,0,0,792,29,0,0,0,0,0,0,42,36,109,128,0,297,70,0,0,30,0,0,51,0,0,0,51,13,103504,2,98,30
"Block Group 1, Census Tract 1035.05, Arlington County, Virginia",510131035051,307,0,0,0,0,0,0,0,53,34,38,17,21,0,13,15,0,15,0,0,0,0,22,79,477,15,0,0,0,0,0,49,134,82,21,135,0,0,0,14,14,0,0,0,0,13,0,0,51,13,103505,1,114,114
"Block Group 3, Census Tract 1035.05, Arlington County, Virginia",510131035053,502,0,0,14,0,0,0,0,0,171,127,43,28,18,32,50,0,16,0,1,2,0,0,0,575,0,0,0,0,0,0,0,13,186,114,67,74,50,0,0,0,40,0,31,0,0,0,0,51,13,103505,3,34,0
"Block Group 4, Census Tract 1035.05, Arlington County, Virginia",510131035054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,103505,4,0,0
"Block Group 2, Census Tract 1036.01, Arlington County, Virginia",510131036012,331,31,19,21,0,1,1,0,25,0,17,37,24,54,9,47,0,20,0,0,1,9,15,0,343,10,16,20,0,0,0,0,8,69,60,36,12,27,38,9,8,10,8,0,4,8,0,0,51,13,103601,2,45,32
"Block Group 3, Census Tract 1036.01, Arlington County, Virginia",510131036013,471,26,24,33,0,0,0,0,6,54,19,20,25,37,50,22,0,11,7,22,83,23,9,0,595,37,49,15,29,36,0,0,16,86,63,49,28,33,52,8,0,0,0,79,7,0,8,0,51,13,103601,3,238,40
"Block Group 2, Census Tract 1036.02, Arlington County, Virginia",510131036022,404,51,17,0,0,0,0,0,63,49,54,28,35,34,18,11,0,6,0,0,11,27,0,0,288,23,0,0,0,0,0,0,52,43,67,39,0,22,21,17,0,0,0,0,0,4,0,0,51,13,103602,2,42,31
"Block Group 1, Census Tract 1037, Arlington County, Virginia",510131037001,425,7,16,39,19,0,0,0,28,6,0,24,16,42,42,73,5,0,1,24,41,18,14,10,444,35,14,31,13,0,0,13,18,0,3,27,32,52,38,16,17,20,4,18,24,48,21,0,51,13,103700,1,223,111
"Block Group 1, Census Tract 1038, Arlington County, Virginia",510131038001,419,0,17,0,0,0,14,0,10,14,194,55,17,50,0,0,0,35,0,13,0,0,0,0,301,16,0,0,0,0,0,0,0,139,52,17,37,14,0,0,12,0,0,0,0,0,14,0,51,13,103800,1,27,14
"Block Group 2, Census Tract 1038, Arlington County, Virginia",510131038002,394,26,0,0,0,0,0,0,0,176,36,50,31,30,0,22,0,0,0,0,9,14,0,0,524,41,0,16,16,19,0,0,28,125,106,66,31,14,33,0,0,0,10,0,19,0,0,0,51,13,103800,2,52,14
"Block Group 4, Census Tract 1038, Arlington County, Virginia",510131038004,931,64,79,30,0,0,0,0,41,156,103,146,21,69,31,32,133,16,0,0,0,0,10,0,1063,50,119,82,16,0,0,0,54,127,99,226,69,17,0,13,161,14,0,0,0,16,0,0,51,13,103800,4,26,26
"Block Group 1, Census Tract 9801, Arlington County, Virginia",510139801001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,13,980100,1,0,0
"Block Group 1, Census Tract 701, Augusta County, Virginia",510150701001,2312,30,55,45,9,33,28,31,70,179,286,176,354,293,152,207,80,100,31,85,23,45,0,0,665,49,65,4,42,22,0,52,0,38,38,27,22,53,22,41,37,33,30,9,69,0,8,4,51,15,70100,1,304,57
"Block Group 2, Census Tract 701, Augusta County, Virginia",510150701002,225,4,7,16,17,0,0,0,2,12,20,6,23,13,16,36,0,10,16,4,14,9,0,0,352,0,26,0,0,8,0,0,0,8,13,30,7,12,40,13,16,7,101,3,2,28,0,38,51,15,70100,2,215,75
"Block Group 4, Census Tract 701, Augusta County, Virginia",510150701004,756,0,0,0,0,0,6,0,15,83,148,142,107,53,46,70,21,23,30,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,15,70100,4,42,0
"Block Group 1, Census Tract 702, Augusta County, Virginia",510150702001,800,37,72,56,47,6,15,13,52,28,39,93,26,62,15,29,20,21,29,32,58,39,0,11,745,26,69,15,83,16,11,18,0,11,114,36,69,36,25,17,7,19,49,46,47,22,0,9,51,15,70200,1,342,81
"Block Group 2, Census Tract 702, Augusta County, Virginia",510150702002,535,24,13,28,38,18,1,24,53,39,27,29,17,22,25,63,33,12,0,0,23,23,11,12,443,29,8,17,7,1,8,16,54,18,10,48,17,17,10,67,0,18,8,14,21,10,21,24,51,15,70200,2,167,101
